created_at;full_text;tweet_url;media;relevan;link
02/10/2025 23:15;Sebaiknya hentikan dulu saja MBG sampai benar benar siap. Sebab anggaranya jadi terbuang jika MBG pada akhirnya ditolak di sekolah-sekolah. https://t.co/jVWSfiUL7I;https://x.com/undefined/status/1973889729683992770;individual;relevan;https://x.com/undefined/status/1973889729683992770
02/10/2025 23:53;Selamat Pagi Sobat PR! . Hari ini Koran Pikiran Rakyat membahas tentang berbagai kasus dari program Makan Bergizi Gratis (MBG). . Untuk pembahasan lengkapnya baca di Koran Harian Umum Pikiran Rakyat! #PikiranRakyat #PRMN #TerbarudiPikiranRakyat #Koran https://t.co/0ABxurtuEb;https://x.com/undefined/status/1973899286065852470;media;relevan;https://x.com/undefined/status/1973899286065852470
02/10/2025 20:26; Viral! Dapur program Makan Bergizi Gratis (MBG) di Cipatat Bandung Barat terpaksa dihentikan sementara. Alasannya? Petugas dapur ketahuan mencuci nampan dengan cara tidak higienis hanya dibilas di air menggenang yang tidak steril. #MBG #MakanBergiziGratis #BandungBarat https://t.co/dvmdrR4BzK;https://x.com/undefined/status/1973846987666792947;individual;relevan;https://x.com/undefined/status/1973846987666792947
02/10/2025 22:24;Program Makan Bergizi Gratis (MBG) bukan sekadar soal kuantitas tetapi juga harus dijamin kualitas dan keamanannya. Tanpa pengawasan yang ketat program yang seharusnya menyehatkan justru bisa menimbulkan masalah serius di lapangan. Kasus keracunan massal yang terjadi menjadi https://t.co/FEnwcZi7yd;https://x.com/undefined/status/1973876691958436063;individual;relevan;https://x.com/undefined/status/1973876691958436063
02/10/2025 22:37;Rocky Gerung: Program Makan Bergizi Gratis Berubah Jadi Racun karena Korupsi https://t.co/pIWUny6f5Q;https://x.com/undefined/status/1973880024123257016;media;relevan;https://x.com/undefined/status/1973880024123257016
02/10/2025 17:08;Kasus keracunan makan bergizi gratis (MBG) menyerang ribuan siswa di berbagai daerah nih. Semoga pemerintah makin ketat awasin bahan makanan dan protokolnya ya supaya anak-anak tetap sehat dan program MBG bisa berjalan lancar! ️ #MBG #KesehatanAnak https://t.co/lBIG8ARezD;https://x.com/undefined/status/1973797124400951736;media;relevan;https://x.com/undefined/status/1973797124400951736
02/10/2025 23:07;Relate buat kasus- kasus MBG di sebuah negara Shin's Project https://t.co/Qp993ZUd9X;https://x.com/undefined/status/1973887694465098035;individual;not relevan;https://x.com/undefined/status/1973887694465098035
02/10/2025 22:13;BGN Ungkap Alat Rapid Test Cegah Keracunan MBG Sudah Diterapkan di SPPG Polri https://t.co/xdvboWgweY https://t.co/6lHRYkZ4wm;https://x.com/undefined/status/1973874066030567435;individual;relevan;https://x.com/undefined/status/1973874066030567435
02/10/2025 23:17;Optimalisasi Peran Kesehatan Masyarakat Veteriner dalam Program Makan Bergizi Gratis (MBG) https://t.co/t4PfCf5yGa;https://x.com/undefined/status/1973890019678150798;media;relevan;https://x.com/undefined/status/1973890019678150798
02/10/2025 22:27;Kasus keracunan dalam program Makan Bergizi Gratis (MBG) tidak bisa dianggap sepele. Setiap korban adalah nyawa anak yang dipertaruhkan bukan sekadar angka. Edy Wuryanto menegaskan Tidak ada kata cuma dalam urusan keracunan makanan. Ini menyangkut nyawa anak-anak kita. https://t.co/HawkTS5OOe;https://x.com/undefined/status/1973877437747638530;individual;relevan;https://x.com/undefined/status/1973877437747638530
02/10/2025 23:56;Banyak SPPG dapur MBG yg mempunyai SOP spt ini dan patut di acungin jempol hasil review dr seorang dokter nih Yang miris itu kadang anggaran MBG dr pusat yg 15 rebu bnyak di potong shg di beri ke SPPG mepet bgt harga nya jd kasian mrk kdg bingung utk menu Mungkin harus https://t.co/aymN19VGyv;https://x.com/undefined/status/1973900049404035506;individual;relevan;https://x.com/undefined/status/1973900049404035506
02/10/2025 17:09;Ratusan Siswa di Bojonegoro Ker*cunan MBG dari 2 SPPG Beda Pemilik Siswa di tiga sekolah yang berada di Kec Kedungadem mngalami ker*cunan masal usai menyantap menu MBG. Mereka diketahui ker*cunan stelah mndapat MBG dr Satuan Pelayanan Pemenuhan Gizi (SPPG) yang berbeda. Ketiga https://t.co/PFNsyGk35U;https://x.com/undefined/status/1973797500218925122;individual;relevan;https://x.com/undefined/status/1973797500218925122
02/10/2025 20:01;Koperasi Merah Putih Lempake Bidik Pasar Program MBG di Samarinda https://t.co/Ui4nLTZgLx;https://x.com/undefined/status/1973840694377861529;media;not relevan;https://x.com/undefined/status/1973840694377861529
02/10/2025 22:19;Operasional dapur program Makan Bergizi Gratis (MBG) di Cipatat Bandung Barat dihentikan sementara setelah ditemukan praktik pencucian nampan ompreng yang tidak higienis. Petugas terlihat mencuci nampan di bak berisi air sabun lalu memasukkannya ke bak air yang tidak steril https://t.co/gvef0kCnO3;https://x.com/undefined/status/1973875440919163322;media;relevan;https://x.com/undefined/status/1973875440919163322
02/10/2025 22:11;"@geloraco KENAPA SEJAK AWAL GAK PERNAH SETUJU SAMA PROGRAM 'MAKAN BERGIZI GRATIS'? . 1. Anggarannya terlalu besar 2. Sasarannya gak jelas (sangat susah buat jadi adil di sini) 3. Teknis pelaksanaannya bakal ribet banget Dan ya terbukti sekarang; BANYAK MASALAH.";https://x.com/undefined/status/1973873407684125045;individual;relevan;https://x.com/undefined/status/1973873407684125045
02/10/2025 23:29;@msaid_didu Harus nya dia minta maaf secara nasional bagi yg terdampak keracunan MBG ini..mmang dasar pejabat dungu !;https://x.com/undefined/status/1973893079745826888;individual;relevan;https://x.com/undefined/status/1973893079745826888
02/10/2025 23:26;MBG seharusnya menambah gizi anak2 bukan menyebabkan anak2 sakit... MBG seharusnya membuat anak2 semangat untuk makan... bukan membuat anak2 ketakutan... MBG seharusnya disantap dengan santai bukan diawasi tentara atau polisi... MBG seharusnya dipersiapkan dengan baik bukan;https://x.com/undefined/status/1973892295742361716;individual;relevan;https://x.com/undefined/status/1973892295742361716
02/10/2025 22:01;Yuk kita intip distribusi MBG dari SPPG Polres Tulungagung di SDN 3 Sambirobyong Kec. Sumbergempol Kab. Tulungagung. https://t.co/lusHijR8XI;https://x.com/undefined/status/1973870989068079250;individual;relevan;https://x.com/undefined/status/1973870989068079250
02/10/2025 23:22;Setelah banyak korban anak yg keracunan akhir'nya Deddy Corbuzier klarifikasi dan minta maaf pernah ngomelin anak yang kritik MBG https://t.co/gvjNzPVWpU;https://x.com/undefined/status/1973891319371338135;individual;relevan;https://x.com/undefined/status/1973891319371338135
02/10/2025 22:25; gess ada KORBAN MBG lagi MBG nih ceritanya buat memperbaiki gizi atau gmn? 4 ambulance bolak balik ini kasian banget. kalo mau buat lunch di sekolah gini sbnrnya bagus2 aja tp jgn ky gni sistemnya knp ga ky di LN aja yg prasmanan gtu ya? :(((( https://t.co/QBT5PSuNC2;https://x.com/undefined/status/1973876930375000206;individual;relevan;https://x.com/undefined/status/1973876930375000206
02/10/2025 18:09;@GoodRecom Mereka sedang membuktikan bahwa jajanan abang2 pinggir jalan yg diklaim dan dijudge tidak sehat lebih aman dimakan daripada MBG ;https://x.com/undefined/status/1973812515684692475;individual;relevan;https://x.com/undefined/status/1973812515684692475
02/10/2025 22:36;@kompascom oh tidak masyarakat mulai notice kejanggalan dalam pemerintahan setelah ribuan anak-anak keracunan MBG dan kelangkaan/monopoli BBM saatnya bikin pengalihan dengan menangkap orang random dan buat dia seakan-akan kriminal We know your playbook gov.;https://x.com/undefined/status/1973879885107224709;individual;relevan;https://x.com/undefined/status/1973879885107224709
02/10/2025 23:08;Jujur saja MBG hanya modus korupsi triliunan dan ini skandal memalukan.;https://x.com/undefined/status/1973887936824557579;individual;relevan;https://x.com/undefined/status/1973887936824557579
